from,to,value,fee
16mGWMPex6pRsvTfQUKU2V6n3U7bCHSL4y,1GyeNgfiVJnCSFZg7N3ZjcpFmRQhj1u7GR,4235963,26668
1GyeNgfiVJnCSFZg7N3ZjcpFmRQhj1u7GR,1JVVKpUtk762yXN3XvS7DmXqXWqAeA8rE8,187030,32544
15PYb89kHpNmY4Fok8CYzmdgqexJNBGt5a,155GxMpHV23Wg1FwtsQ1bduKQDRQxh7JCj,271274,52264
15PYb89kHpNmY4Fok8CYzmdgqexJNBGt5a,3PmWGYaencWzjWQ3RQ3xVr1U7xy3RvbBPE,419772,48922
3Jc776J1Apd948deYcPKV5Wrrs3FBksZsc,3NWhVro7Wx5qXpDBh8zWHKQsVK51Bz3o6a,237022,298119
1LebCAqfWFkD5keWSe9tTu56xKPn4z7gPC,12ywwiVzbn4d5c73KQ6GdX55SUh1vL14om,250931,116259
3CZdtBXvxvy9cWrZNDB6gqW1uobPS79Xss,bc1q998fvyqy3zl8htvk09yjhsyhkytgp3z6ng3rk0tks8sp82tq2vaq70ec8q,31485,767349
15RNtC23wECGbZX7Fv6ejZNXCQ37hqtBhi,3LtpFPpQhE4pc9MbaDsVqZNat2GeFUKCix,8800000000,136153
1NDyKeMTnfdqWw12zFUM93NeC1QTGwU7QD,1Jk2uMcuzMadM8NNhDnjbSvTH8mT2hT6JP,27137,27313
bc1qn853659llgmd3jzxjeye7yfp5uc2tden598gmx,bc1qt0ul7qhgjecy5ntg7fp5uxjqd06xc3a226r80t,6790400,20200
bc1qd2mxgccpgnl6cemyxjhjug3gvhss2yqdlq5fhh,16W3uHbXHdwakCyhM7G17gv4HPQvhfuJwR,54357,20462
bc1q5rme9p4g25tvkxsz98knp9av7nzruwncts5ksr,14ReEjCUjLnKdUzqtBq7tfxC16ayLAsSCv,38567,20462
bc1qsdkxs9jcftljq5phfayfhunyhyskyc75u046ur,16i1yyhUUpAUbrYanbyT8g4bJ7AQSTsDTz,81430,20471
bc1q6kuulgq485uvdrtw8cmulvncy09m9q0qwluye8,3NQ9XMfA2sRiJWEtVFkQvSbuoPmCaskQq4,60397,20178
bc1qek5d9leur2xgzc3g8h3g8rmjszqkkuk8gjn6rp,bc1qvyg2rns9xxwdurcptqkytqz05953nt7a53u0sh,59734,20462
bc1qvyg2rns9xxwdurcptqkytqz05953nt7a53u0sh,bc1q0kswafes5yt7t9d7j3xsw8dvfl2evtlk7s6s58,7784,20178
bc1q0kswafes5yt7t9d7j3xsw8dvfl2evtlk7s6s58,33jYeMqQkTWHEKMZEH3za9BxnUnvQEavar,87924,29841
18Yx5xZyyPKY4uaq3GRkCAUe1tbe3UGC84,17PYbPiBkrfZZMo8Zbwwi8UfKUCNYHcdvY,88096,53196
3Dro3kaCUkhEp6eoKVxKSqW4TDd4gYDTjw,12c8sZfcb1F7DDxVw3X7SHpRUFB4fMadfU,76300,19339
1MK5xDtNtFo4LEiFNB8XNSgVX7BxaR86HA,1Hpxtq5hVZDrfuN8F8kWVJgcvw6evNc1cr,185683,73931
1tFBP8qr55qgdXCD9miFnx14WL2HBTNq1,33TMUB3wro3LfRR3enwwsaynQhELM3SVSh,3611,1159736
1EHZk5qtQbfvv8WqvEvbkAFcGpFkYvFJdB,33dE8S7C1AYtRWjSgZmzhnAq8kEWvMah8i,28114,29606
1EHZk5qtQbfvv8WqvEvbkAFcGpFkYvFJdB,1L9goG95dpLobzhrKcRCCym3sbXQNDoMDq,653438,75168
1L9goG95dpLobzhrKcRCCym3sbXQNDoMDq,1CTUwwWPxdEkQDwVGAuZc7svvEuiZ4JojM,18436,32544
1ogFB76pTg76sen3rBQxhMxY6HcEDN91U,3LXiRmDnTk7JLpepnpSYUMRGsh5u2GcHQ9,7094,1682108
18GoAVqyqZX3pfWkyAfmiyQE5rfrf1TiHR,3J3t977kr6sn9jjD5hA4zJv82dvx9mRnxY,3577,1180915
17xwVAPrzirZ4qZEFFtMxqjtqH6sPd54wu,1EkyzYpRdBw14ADFby5VqqwkkmtYB5nHzS,1065520,1306284
1JkWEgrZjZtgkqtpQPUWdttEQ2LYG4F1dx,3Qrb76qWGfaatVMW7S7RMRFY5Dtwc98ib7,882,783628
39iKmpj3oa4SLAJ4cUdfWA95sw11SMqiJv,34VrJMtxpaDvcWuDMMx3D8xuS5pTFvCE6o,73000,36244
bc1q0g38mvv2rdy2g4vu4k54jxw3n0uacwc25lrhn2,35Rk1T2X2qaQVzEiqUpbbx5kLickbzt5TT,2302070,20182
bc1qr6fsrfljsedgsgr09e7vqxc4pxeahyyxjar2n3,1A9o4FnLyXaHN1hDiB8VfQebcCQvWAW1Cx,8034380,20466
1MzP1PoyK46AJnnWH6b7cgbtQTRp5sKA6V,1FoLBP29anZXYSiNw7Y9CbtJZyx889JZbG,183073,31978
15jqp1cLa89JZJbMpPdnwD2dFDrF3r8E5r,389QBJZeSieNUwu6RxAcEgH7PsJ1KDfhC8,1931,595499
35KNsmgN2dENBBc53hf1btTwoYRjDnRrCv,39UMZyzeLUxmVgfUEeryWy1FHb7tfcojd7,985734,49601
35sbLdTdTvxWe2dVsitLRN6QFpHPoZWBT6,1LtSYagSQ6WaFw6dHLZ6NhFT7Qxh5dajHK,302186,49743
3Qc95g1aFX1zay3thhGaekNqVRv3MZC8Hc,36qiA5fZwksscYuPbKxfHJYunW1ruze7rg,236854,443423
bc1qxlv54cfavnqj5kyhgrzpep5zjvcxw3e4ser6lr,33pjb94pdFFWFYfX32tbfvWe9TXzLdC6sX,202832,39368
1F3x8ibMdDbY3kWVcNz1tSQy9HLt7nhWcF,372gu5HWxjd4xcY7UFJhCJ93P1Gc97dknZ,1889212,132032
3FRQzdJyywVa3WtrR2dXhvnxykPn4oTGWU,bc1qscjk02227ql0e6c8m6lzfd9m63masytj4mwx4y,19002322,23308
13rNE1c3cPcte63HktX1G7EhPPHU8REoLM,1EBN9EMT5QcDDRydxEtZ6wkn6sfD2qkbKK,24057353,73477
1F8WCmUgTdQW9ipoYT5g66yWiwfc1KJwMb,bc1qut4wkcupj4w7e63789syw8w5t5w3flhcu3e4j9,61213,31551
1GBnKiVfaVG9LnoHHXrHXQVxxFfaoJv3FT,3Fpwzh1GyoxgEcqHyE7jMKNQJcykfanQyg,1016155,36241
1KvzMF2Vjy14d6JGY7dG7vjT5kfpmzSQXM,null,0,36383
1KvzMF2Vjy14d6JGY7dG7vjT5kfpmzSQXM,1KvzMF2Vjy14d6JGY7dG7vjT5kfpmzSQXM,150146664,36383
1KvzMF2Vjy14d6JGY7dG7vjT5kfpmzSQXM,null,0,36099
3FfC1fu2yM9jpnToPdgNuXjbxM26mTpfKz,bc1qhvvz9kf7v346u7c77tv8gh744v6jshlu037ysm,171400,32830
1KYiKJEfdJtap9QX2v9BXJMpz2SfU4pgZw,null,0,36383
3ErETA4YMxCCE6swuffqT2czUbEnVDwatV,3KXqgpxnE4qE1VhYP4DLRMBCNWyL7LGWtx,77546,36383
1QqRT72QgaKE221duGBtFaZxshm3zUZUM,3QM3QtjvaDu14gdw6N5tb4FqGL3mTjv5sQ,357500,31693
1CsB1k3SpyiPqiC1WHe6h43vRHm4HUTG9v,13aHuurkRz8rLt3JEYzYKXf119TLwwxkY5,19158210,31693
361aVSzY9xGZd1CHjM51yUhb1DkLWEZF71,3DubTNRVNp7XwnTYMbc39Q92VWuoTjFkEd,1570684,49316
3J4S4XdFDzuUVEMrfVDmP6o4ZetrcDrAAD,3F69sfBQosZYHvNVm2YPnfi9F75NwGBaQg,1389,62249
38UgspR6DJc85HiFhFHcv3eszYe8MUs9we,38K1878yq1sfuZsnaVpUE34fDyzRRmQCT4,959359,62249
12MpU1F7oqHPD9YUoybcxL6BdwsYAJ5D1z,1G6VmA1xiysMsjkKvjZ44M2X9iZvZdEyMY,465100000,52869
3D1VPNgYJCnr4KLptmzwTy6fyoMM28ZJdF,3HuV1BbLBJ98L2GP1zd4KgFUP8ucpDLp7A,261100,23592
3Nq2vHdjNKwcPV58QLg8fi2FuN1pV5u94K,3HTJwGjF6od1LucxRGwkNHpP1bbAJ3scLN,209000,23592
39oUFQ1nfMZ6WfiuLF65SiCsKzRqzoLrxF,31hWxUWsnGZvJ5BtSNG3DZ17JVoxJNwYgQ,1697148,36383
bc1qu0203ad5e2xea2f5j3tsg5fk6g76875xmr3y4h,39dXXEgFVCQiahHow7ssdUMhfDUo9FiqkB,9759642,32972
192wrsGCn9rcN67Fgr5Wvi3N9PeGq98iSe,3MggaqXj4aGXKSC7V3boSkpu3ZWmxGnEvP,138527,44768
bc1ql3q5euhn3hmzsktrc0jkrc22ap9sj6xuaatlw4,bc1qzxgv50hfx8828n4y6yfam3kr07pfd05ukynh9e,1091818737,20039
bc1qska7ark2yddk8h8jqnqkcrzpaa9yejzzkjngze,bc1qzvrdhdaz4zr7c06uf0h7ken8tjf0fkg5usa4dw,643087,20039
bc1qz5f7ehx33f95jlfuyvlqpcc2ecdjygvpvte797,bc1q3atx2eg9c97h9sg97hkh5zptqka22wm6rda8cz,10100308,20039
bc1qn3n45d3xsh5x9d3t8fa3jkshpzjnmrkpjf4a5w,bc1qluzhq8hy03e86498kr0hth0x8kz58r0aw9u4gk,437400,20039
bc1qzxgv50hfx8828n4y6yfam3kr07pfd05ukynh9e,bc1q0pac2cqcj2aq7xnynkeguzx0guqcppr84fwtzg,14315700,20039
bc1q8vu0gthwkndzwap8k8nxmqsrgvv98xchm7vuk2,bc1qsqa53939luv5d7cxgjm4xqx8hlkcns2q8wrm4q,81186360,20039
37mpJrg4UHe16uYVaeUBtKudkRLzAtifSq,36h2bKnXFVMs5he1waXjAPNGUXX4sU69UK,230086,23592
37XgHJph8ETY9eoyNEv24rKkAipSzWV849,38Z9QxAog7vAP5xqrW5ooG1TQ4CCPaZ9Sk,1030000,23592
3PGhpFZzEU5qk6T3yTxn9QYTqSkmSMFGLw,3Q8vPnRbV9fCzPQoZnBtyVyXmDHdxJynBk,123479876,23592
38jRE3rChX3eJokNfipSsaxq4EdqWJXUFc,3PB4ypSBoGnSpWPDE4hMznrBEVePppMDJb,603030908,23592
3PB4ypSBoGnSpWPDE4hMznrBEVePppMDJb,3BmgvwDzS6gSUJWADPJXHVk3KbNTFVCpZj,591165708,23592
3Bds12UCqzkNsNzorWadEaWpx8vk1KWVpX,35TQ1z4vKKdtoyAD3moNcHupbTt2gVxyyd,141127217,23592
39vjhBH2eU8Nm267esNeCZc9mkU6V91t4c,3KA2TXuHCCVNdpyNS5LzCUJupnySsE3v1o,7448301,23592
3HtnMQgTKZJZuNPz4Jkg93ZcaFUfJMZZMr,3AdTyus2qenU4xxjSnjaRecojwYXBRbpzB,57294,23592
3KU27jkVkwug8bCZGLmMKrsN4jBnY6Rrhi,3CfrCGkHywbqwQijPTjnLYGVemwx5ktJTW,2976408,23592
3BNUhPgsAvWURZWx3EM3yLCNDwPC8meoyv,3BG81BDEXVUVV6SxwwfNxBYk7naW8FwEDB,69066557,23592
bc1qnhv8wd33sa0qfq6f927z6veegr8veenfg8psww,bc1qyhwfthme7k3hw7usk8murk0sa4lkl7n64y3pta,993655,29561
bc1q40d3cw28dx7wmw2557m0cr872d8wjskwp262ec,3571aUP3TvdsKWUXodktzVPnWEiTrLw3PW,250000,33114
362ifka2d2FNbNkB65HRMMsv336MZygwcn,1JnxfbroePiBMzsrQAB75x5FFrX7a8bwK7,425278,36667
34y11m41QRk6nVd7AyxN4RvNktgtv2WeeE,329US3igoQ4CGQJvZfajPdthu78888d3EX,1292039,36667
3Kw9BVT5RRDW4ayQrcT63koLEXt41JHMBR,bc1qd7gzkvptnzrxkhnw38wg9j8pe3fsus23p5daep,1026869,46189
32vRnJ2gsvG3bZXdAPs8vEMtYzUeMbYJyg,bc1qlkj308t4w3v8ystwus5u8su6vgh6w7a4ds8fz2,5971044,23734
3CV7MsL1RGV9idmEHL38Rm2k7jbx3hYNyV,bc1qyqpq037r36mr7cqav5dwycf95f89n4vddgy0jv,96994366,23734
bc1qwfxrn23fvz6wz2mdrcdgn79ydry7h07fnlpqxk,368A5yjmuh3kKL6pfkedM3E766NwLLcJ7w,474159,20181
bc1qtcu4ar0juj9daw7csxtuxcgp44uhgu63y72ugy,bc1qz95w5lqurunk7h3drdu3psg5585uvde5rsqkd9,15067151,20181
bc1qhuz4xptzf7pewpjtwwqcamv8clugregf74mq5e,3KZaoFaFD8byaFMbCt9LqxVNmZM9oXa4uG,2233700,20181
bc1q7fjz36evwfgzsvmhl46yaa7009jeuyasp3zhhp,bc1qq7vkalsv9vxzdzm060g8ztyvx763xtatypuxam,4832396,20181
bc1qgradcttvthltt9cp0eqrf7a7e3tjrtp7d5qn95,bc1qaptweuatexp4a3j5dmdggm05huvj8wujp6jkkq,1369803,20181
bc1qt2qqs8arlfnvmsgqruafsujp26fw797sekzjks,3CmbcW82SH3n1ab5TzWRdW7HjUjnyTpfWL,474159,20181
bc1q0jnx8drp7c4vc9ngkgrcmy286q30l54ksf4ezl,3LYqpXwdwNDHmo8gUgo3QwjdinRrNKWbkZ,310900,20181
bc1q66zglj4z2y3xeqnt8ffpu4ew6vwl2lxhxkwwk2,bc1qms9hnfejk7aya3e8c0h5y3zgqvyt983sxnv3dt,6362138,20181
bc1q4u8t5an33aghadh7h856m5tgh5ky8xncl38uhn,bc1qyt2mcspn9d2emx6m29ff8xzdaq7y5j7t7sttur,7954308,20181
bc1qm6lmdysm2yd7xfnzgksae6e8m8ey4qjzf9ceg3,bc1qz3meezqrscv3n2tvqrrh3efuca8l4mwd97l253,14861197,20181
bc1qkfrj6n77hpwktelch2cqm33ql74tjsldsrrpkr,bc1qw8a9p79h34ketgqs46tm7hrh7dxr095j5rv5sz,6134511,20181
bc1qa9jaa9rlp78lrzz0r4u5sldfplnpzcg85kwtru,bc1q2fmkpemrjujme9nprsxgz5xkecm0t6eq9wtrpv,1919426,29703
bc1qhc22mq3qv280kug6umqa2uqkeq9znr90nhr2a2,34B6eMQMS1GjmGZpbXS1zrAtxY3e31miKi,9948836,29703
32QHET5vgVC9pLvSVPgRe77Y4YBEDBoNnE,1HVttfwitmaGuh6GJ3ojHpjyw74kEy6eHi,386694,32119
3JfNrtCAKwwwjGBmnErJiw4J1MKMPwTUeF,37FNRAgHwv89NsmYySBS79Ax8kPwDTtEhy,5192346,23876
37FNRAgHwv89NsmYySBS79Ax8kPwDTtEhy,3PiC5PT1WCvyMzS9nvA2CtP3AW1p3qTcsM,3357287,23876
3PiC5PT1WCvyMzS9nvA2CtP3AW1p3qTcsM,3FX4EA8upNWtL6RoYKxVE2ABvdWuaH44Ky,1518908,23876
37AWWeimDxD5oPVabNZehTjrncpnojL8px,1Po5H3jfxD11Ufsr3N6Fxky5eozqt89KF5,1817211,36667
3FcmDfVMzLWaH95T4W82oM1dZi4RvhvXqs,34AkbkJZypAqwprYBtUU6SiHeLLj2VHHV8,199980956,19044
bc1q7tg65q7pf0e6h7sz82rgltjr6wzvfa3eaac3ta,1JWKnUHg5Nm7ed78uB7c9GHkW7LHPLUwdj,2000000,20465
bc1q7tg65q7pf0e6h7sz82rgltjr6wzvfa3eaac3ta,bc1qqj4k43u7nddxu2vj6sgnn7h72euyqmx6uamqpm,233000,20039
3JCUbdNg1bqgMngeR9VQ8SiQvLXMgQeyab,372sbvFnA5rYCnNBYiWwjKujMjgWMqM97A,1080717,23876
3MEFtc1ZLRCKVm4WB1vPq1uAkgw5KAMzgp,1GTopCjMj1v7bUxvjZAAgcBwAz4aCLdPgV,11169335,23876
3BchEXucffguNDU3QLwxGAdRo6xfB8mjrU,17QvqVmvEuZWt1ysCUAP8TW6Ww3yzbnett,3567000,23876
3BG81BDEXVUVV6SxwwfNxBYk7naW8FwEDB,3C8uCGoUw9p7ftMrHASAByVBnZnzmLYB1P,67828081,23876
3NQjFrCcAP7XHwZBhKBUBanhbomT9GwZFm,16DsQXwcy3WGUM8NAEMmGCZb2La6MfrutE,4950000,23876
339zfkqxnVBMVA76Pw3DZd4zk2mbUBQPug,32kppQYWAgZnaWcZB15a5AiqD34oRmayf4,21684200,23876
3PMu9fmmGaWvn4XYUdTz4TaudQSyzMve3e,3LtuWnTunsxLZqQcuc2pT1Ftr3YwGHJ1GZ,986073,23876
3FTXDEfxDFzi9Nw3Lh9UCQtv9L8bJphXXP,34KCZXUnbWFEMpy96WFbhQj9rcSMBEA3cs,3851084,23876
3QPwBb2iv1QgFsczX7J3SgSMX2J1aQBf9E,1K2CepdSVw6SdqkJCvim9UhkkdH2qdiA2E,31176345,23876
3P7eKArQ4aCJ4Lu3LyVyVkSBY9HQ6uqogZ,1Po5H3jfxD11Ufsr3N6Fxky5eozqt89KF5,182110,23876
3QpastHrK72mqkgQFYVe27dxjuaBCBLHAM,1LByZGxVXJ9FDnnAzPGqZzfpSxzJUmjAYR,271579,23876
3726jAPSUj3KndxDMxDeSrp59KpsxHQ8H4,32AeqoF8oXMHJYSmLbUeuoTi4thjQBx9zu,181818229,23876
39fLviFiXavyNkFVh6paf4fPjncm8CZfF5,3Ah47jR5pvFZoN8fCPmabofRmcAzNGRRhd,1168929,23876
3JcJdhUVXvXAVZ6vk3ig2jS4XsD7uCXJLk,3KZrfj1LzaspKfvguYZpNmyAcJRabwcsTx,1080840,23876
393UzWmGziLFqQLDacr5qaj5Cm26jqBA65,16THZJt6gwcznsLzpjQZz59KMDzd5Y5QWm,24162772,23876
bc1qtlgg28dlzp5jwrhasgfynzw8qw4hw6rxjgg460,bc1qf9kvwp8zsflexqzss7zq56ca6x39y56j2p7fm6,28249255,20465
bc1qf9kvwp8zsflexqzss7zq56ca6x39y56j2p7fm6,37nZwGRrvZB3hHxJ226WzJWbDfnZqXcYM2,1281700,20181
bc1q4lku4d2g4y5u0pm4grseauw5gcx3ulayjaykuf,1KFskRNqd7Yj7X2rx9FehZTbGZZ21ee618,901273,29987
bc1qwmjugt8avr2a5nmgpg024qrct2c3p8qte06e9e,16QoNK8kSk5w7LV4VcwwDNgzEh7JY6BFUZ,661200,20465
bc1qtd8837fha6njf8cx54f7ff5w0mx83s54shzayf,16q6rfhcRDgar182W1fDgTL388cKzL2vgQ,764100,20465
bc1qs5qv0aslu49xjy3femz4te5dn0gjp9skzdxuca,bc1qeu095q3eppn9q5qr7edrpfd0gw3f3j09ggh4kr,3545924,20465
bc1qeu095q3eppn9q5qr7edrpfd0gw3f3j09ggh4kr,bc1qvdt98lpqkxrflvww5s60qhfs6j5hsgjfz9lvwz,3441559,20465
bc1q7c86a50pxa0nvx5chdq90ck6tex6ulv8nl43xf,1Gudf7LAhowjtiSpkGXyuhPiUoHamkukAD,126500,20465
bc1qvdt98lpqkxrflvww5s60qhfs6j5hsgjfz9lvwz,bc1qr8jvqxrl4uvpht4z7vxqnh7ws46md4k6gpkjzj,3244094,20465
bc1qr8jvqxrl4uvpht4z7vxqnh7ws46md4k6gpkjzj,1DgeRQKR9C2k32U44y8wcGwn3G4nNc1KAf,363900,20465
bc1q8r69m229hcthrm2j4dgcp7p0u23lhms8jkxalh,bc1q8r69m229hcthrm2j4dgcp7p0u23lhms8jkxalh,23737740,20465
bc1q7f5m4yyde3mladzjdt789x3vamwex7hm4937kq,1FB9fzX95PtKjX8yLbqTw4gvMGf4fGRyGa,451649,20465
bc1qzvrdhdaz4zr7c06uf0h7ken8tjf0fkg5usa4dw,bc1qgzkdpkv7p9pvx7l637h0s84q8w0qlhw2zn4z3m,445322,20465
bc1qpkyngvey6vshxungfq2080r67lhj8m83339zef,1FjoagrDamhYvFXogDAqEb7AAYrhn9ickb,1360500,20465
bc1qfv0k5crq0s4axnp60c2nrjfe633ecdvx483my2,15NP65M4fXNHKTDi3JBcNWrnkVr9zMUmTS,258400,20465
bc1qd59az83khn7tpnga40wca42jcad7m8t8u5pjx6,1GWHLuMUoWtqqkfArNV7BGgCBgTmQsyVYn,208807,20465
bc1qgzkdpkv7p9pvx7l637h0s84q8w0qlhw2zn4z3m,1Kc27RpJqbCzGJ7VsbCGNDKMQoRFmXsbL3,363500,20465
36XGzbv397ozTqdZQMG6TkAfvw8v3MDyFr,17t9NZbKuaJN8AHCQG3NQ9NymxiSmxvTi4,521680,19328
bc1q45axh3mdy6h9m3m8swpdl3c25mzvkpf6j2fc86,3AngJ7C2s7b3TCBthYjGJQTwEb9YDsL8ZC,10850721,20607
bc1qeg6unzwczljsp7y85sdj3zm3a27txgycv5gmn8,bc1q06xekl7p0r8sum66wm4cf3hak0w7pwwwrvrsuc,1301568,20464
bc1q8je5cr702v377vh3usgxhnukuykfuhkvwdmm69,bc1qjdwvl97ljg86mcy7k5hgnlyxk85e5tqxz8lagg,147021076,20464
bc1qsx4whjphpm52jnum8nst9r4pmw42jqfu3pzkxg,3NQ9XMfA2sRiJWEtVFkQvSbuoPmCaskQq4,93520,20179
bc1qgjt78lrznux6lsszefkq5vguu8xmxwxllgajrg,3ND3fd75x4gS4qJtCKZUwKyVTZbhieCUF5,100873,20179
13vRGWhTsMq2HXZuESXvmTkaZ5fnnk2w3M,1L8tsJNv8BZgi1icpEPQu1qAYFPXXgqekG,546,36378
1A5oeKAnkm4BqY14gahmBcR2ZeRUy7Q81u,1APGgtwZpaC9uYHag7imoqUPgRFngBfFy5,2380000,36662
1CifcDMrbnKTyTvW8iNxhYiAf8ofQNHtmE,1CifcDMrbnKTyTvW8iNxhYiAf8ofQNHtmE,266378,31688
bc1q6jp6wrmyp6ppx825psx0kju0fywclrzfa42y59,bc1q4ndu2jp3fsv66m9w6f87fdghd7kwjar9dze98t,49300,20178
bc1q52s8wq3el6zt54ayxnere0un0t8su7dr99lv99,3HVAmdAhkYSaVwLutcaeon3ydUbPEdp8nJ,107707,20178
bc1qn60yjt9l3jxme7gkkla67gtkyjm7x0u2c80yw6,bc1qgc92sdqxpdlgslswgq9vgztrgzsz9hfh6hhkf4,1231647,20178
1JdwSdgchnLYxYFHsagrNLdEjcvHFpWgUo,35WMHhy9Cm8yzintBLn1JB9yLJsXA24Kdf,225187,31830
1BfS1pdfJALTKcmtUTW8ayKu5a3ARoFuHh,1AHLkXLT1HTVtf6aMrHG7J1cziJoMm9qMV,1322177,31830
bc1qumaz7d73ekmc4hnp300agtj0lgytytxweslyk8,1CjpgcrGJckUh2J6yJEq7PZr74UMepYbhz,124573,20462
bc1q3teket2h57fnhztd9w3e52fkvlhpkw6a5n8yks,39PkfGBdWd8VcTao3WzbweGv7F7DLkGucv,24665,20178
bc1q6f87atvzg4tpw3fhnyd944z5f7v4n6724ny74x,19iE5m3EsrbEBTFB3pxRNqmEfJsywkVYv5,42112,20462
bc1q6f87atvzg4tpw3fhnyd944z5f7v4n6724ny74x,3GWc3D9zLZfqXR2guetogFfvKBx6exNDVi,160428,20178
bc1q4wesh6ag5qgj57h54jwjnn6k09fg54elgm7nce,19dLjq2rTTLPZWsDZhNCZ8yAdCY4TP9i6v,352057,16057
bc1qyau90c644qqgsz4afjszpnsfscpd86nnfq2hk4,1DXQKo28X4JHdWTmsP8e3Z3EbUdpo52jWy,67709,16057
bc1qq5adv46w7vgrzjx76fmjtznx52yh6hkaauk3mh,17mc1f41xqv7b8bVPS2AHHA4uPRmoyp8hD,24400,20462
3PWn7XF3SuyjKFsZ3ZbkNMihbETGzwrHD8,1FoLWFjbunBdmZbmAdQ1XpZbQtt6wbo4iJ,5122576,32256
1E6FW3BcA1wn2BS8hKFpQyiJyYPfRV9H5,1NaFqVeeFP2ee8mWrAYwYf2HMEhL6bYeAt,481087,94470
bc1qej9eh5c2t4j0fdlr2d46f0rjjmqqmal05kzjpv,1DEU1CtSDEk9pnyorK26AWmoshMwX3kpMu,20112947,33370
3QhySKCoxPhFWm7fbXR7J3MTRos8WYcNLb,14NjK9Q9w6sTbQepB5jNe4kx2PbxzKF3Vn,2000000,23714
34rRiVzDDZvPAdi4Tedtujj5gAC89LWF2m,32nhZDGsuHRcZ3NEDN3XwwHHzQcqKkjSz6,594835,19028
3Dr5WMwRXvpykq3Mxd8BzzAGaDPemCQiH4,1DbuMTga6z8iQErgjbuXLD1YBJ82eBWnqp,116688,19312
12m3URDMhMM6eUjmgwVCZb9G9nDqbJzidx,1N5C4kgFbAkpGqZD7LobepMWHDNiBx5BiA,48975,32092
1NTrEABYn7yVSNDFW3ADKt2xF8rpF2TsA4,12rxX9Cc7LVUeXgabgz3pD33p8t1k8jgjz,803277,32092
12z67mtqhrbUQqaDFyRpMfJ7EUFvUEgqwM,3NgvuzNmEENHUkLXuaCZQ4Mez1RyBKJ3GK,43512,31666
bc1qdscl30y9ndlh5ylxm4qts2zmpy8tdrtu6ltq8e,37bTah5gyn7PiqtNwoxZjmeaAzS39dAPbK,120341,33086
1Kt8VtncRV1GLMippRVsWTwbDdheLYiUto,1M6bNTd1UMSddURrLW9FF3MjEE3tP8ro6j,1635,32092
bc1q22g5ytsqz2fqypva76f04jxk3wuhn95twvx6z0,bc1q37yv4wezpjwx55suy0qy35zu57vkyd95sv92ny,19382814,33086
14eEHVUtoFZYgYNh56vtM7wim5qkPrGwSs,bc1qlq8zc5pzf90gscjpmpx6y0l3q4uktn0xp9gjql,1842000,61896
17rqkFG26wAyBPnKnnFvWYe4ZgHme6GA75,3JG5XJNPFsuvLmGputUTJ6fNPvboytXPBL,962671,26827
bc1q66h7zlw3shdvzjjct76yxl7hk9jqlh3sxccutg,bc1qzaqe2zuhwcp2fxag0arqgawpel88ns599axxrz25axtun2gscu8s7rwhdp,140100,21708
3MaGfzXpiJafDduxNHZLqydQdLLTtm9tym,1NTk42nK7M5nwMDunka2xJ1ht2qzwSWquM,250704,19296
338TJAr2CHSvexoHJCFaNv89HNDKEqV48t,1ZqVFPXqCKCCbZDBa2ukmvpxhv633BqML,1936532,19296
3CDjYZ54zYHSfcxzA2gAYsuwRrpDp66KcY,1AZZZ2ZzmfZJbPkwxgM2339vACjs5b1W6H,519609,19296
35EVbhCpqkHNbw4QVprbNWKAdn6hJqQyAD,1Edue8XZCWNoDBNZgnQkCCivDyr9GEo4x6,250000000,320034
bc1qgmpx89cfh9tc3369cu0870fvdj55df3vg5sgz8,bc1qejshrzmlhpsg3zrf68addezmk3gfruh0d3s3zg,947800,41387
35yWBYHzK2RrQjA5ewKKS2eZa96pHcE947,3KiqPKVJi56o8q3TvbsBP4o44n14e8GTVb,201414,63072
19tzj2tdaX7cKsAhXiARQ9tMn8oXTaVfjm,bc1qn3g2260cwc8s0j3ntdcg3hstw32rdwmlhy9mj4,149391,52009
1HhZYBBukiPtmdBrcU4PRUUCncGHDfhtTW,3CSeAi7Ebn98w4HnA3sj4A13EW99NkqtfY,246891,47753
bc1qzspxksf9pjjzm2glahcqe35ruragwp9nut8au3,1LeBEkfvUNVfPTZvknB12zHD9zMTQh36FA,4009302,60498
38Xe6mz8qdsUBuuAjiUfgLJTokV7eLGQGH,1M9c7zLHRs6wWS9dyAqv13knnmK47bnXP4,210000,23800
1CUN67wT56WV4yPi61uncdHbQyLP6AZjh5,bc1qlshwnr9zw4na7sqt5zj55369v2cr2szm72e0tt,73900,52404
bc1q09raz8h4zpwtj3dmjgwrypat55nzsatxdg402s,34Nnomn3EjzvfawcqUyeyvJZcVKvB5K9mv,203277,20250
bc1q9n4024cn0j83lzkzerhy5ejkl9fncfgvv26qqp54dm95fewzx4lqmktyez,3Chvpz2HyeNygGEnfASceXoPqdXgDms2eE,174702,18746
bc1q9n4024cn0j83lzkzerhy5ejkl9fncfgvv26qqp54dm95fewzx4lqmktyez,3Aa8D9RX9zbf3LdxC8XonvQqfjc1e2WWU3,511522,23842
bc1q9n4024cn0j83lzkzerhy5ejkl9fncfgvv26qqp54dm95fewzx4lqmktyez,39EYRWGkwx69fFxYUg29M3FEuQDKuFpy1W,49342,27664
